年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,予算額（千円）,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,10,需用費,3,食糧費,44.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,11,役務費,3,食糧費,124.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,11,役務費,1,通信運搬費,124.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,12,委託料,1,通信運搬費,374.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,12,委託料,5,委託料,374.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,17,備品購入費,5,委託料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,17,備品購入費,1,管理用備品,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,18,負担金補助及び交付金,1,管理用備品,17.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,1,統計調査総務費,11,統計調査員に要する経費,18,負担金補助及び交付金,1,負担金,17.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,統計調査員に要する経費,18,負担金補助及び交付金,1,負担金,8063.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,経済センサス調査区管理に要する経費,18,負担金補助及び交付金,1,負担金,23.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,経済センサス調査区管理に要する経費,10,需用費,1,負担金,18.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,経済センサス調査区管理に要する経費,10,需用費,1,消耗品費,18.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,経済センサス調査区管理に要する経費,11,役務費,1,消耗品費,5.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,11,経済センサス調査区管理に要する経費,11,役務費,1,通信運搬費,5.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,11,役務費,1,通信運搬費,8040.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,1,報酬,1,通信運搬費,6006.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,1,報酬,3,非常勤職員報酬,6006.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,7,報償費,3,非常勤職員報酬,12.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,7,報償費,1,報償金,12.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,8,旅費,1,報償金,177.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,8,旅費,1,費用弁償,167.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,8,旅費,2,普通旅費,10.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,10,需用費,2,普通旅費,120.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,10,需用費,1,消耗品費,93.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,10,需用費,3,食糧費,13.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,10,需用費,6,修繕料,14.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,11,役務費,6,修繕料,770.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,11,役務費,1,通信運搬費,770.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,13,使用料及び賃借料,1,通信運搬費,955.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,13,使用料及び賃借料,1,使用料,7.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,12,経済センサス活動調査に要する経費,13,使用料及び賃借料,2,賃借料,948.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,13,使用料及び賃借料,2,賃借料,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,1,報酬,2,賃借料,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,1,報酬,3,非常勤職員報酬,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,8,旅費,3,非常勤職員報酬,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,8,旅費,1,費用弁償,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,10,需用費,1,費用弁償,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,10,需用費,1,消耗品費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,10,需用費,3,食糧費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,10,需用費,6,修繕料,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,11,役務費,6,修繕料,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,13,工業統計調査に要する経費,11,役務費,1,通信運搬費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,11,役務費,1,通信運搬費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,8,旅費,1,通信運搬費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,8,旅費,1,費用弁償,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,10,需用費,1,費用弁償,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,10,需用費,1,消耗品費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,11,役務費,1,消耗品費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,14,農林業センサスに要する経費,11,役務費,1,通信運搬費,0.0,4,経済問題,Economic affairs,4.9,他に類のない経済問題,Economic affairs n.e.c.,4.9.0,他に分類されない経済問題(CS),Economic affairs n.e.c.  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,11,役務費,1,通信運搬費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,1,報酬,1,通信運搬費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,1,報酬,3,非常勤職員報酬,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,1,報酬,4,会計年度任用職員報酬,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,3,職員手当等,4,会計年度任用職員報酬,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,3,職員手当等,8,期末手当,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,7,報償費,8,期末手当,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,7,報償費,1,報償金,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,8,旅費,1,報償金,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,8,旅費,1,費用弁償,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,10,需用費,1,費用弁償,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,10,需用費,1,消耗品費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,10,需用費,3,食糧費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,10,需用費,6,修繕料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,11,役務費,6,修繕料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,11,役務費,1,通信運搬費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,12,委託料,1,通信運搬費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,12,委託料,5,委託料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,13,使用料及び賃借料,5,委託料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,13,使用料及び賃借料,1,使用料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,5,統計調査費,2,基幹統計調査費,15,国勢調査に要する経費,13,使用料及び賃借料,2,賃借料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,2,基幹統計調査費,15,国勢調査に要する経費,13,使用料及び賃借料,2,賃借料,54413.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,15,国勢調査に要する経費,13,使用料及び賃借料,2,賃借料,54413.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,13,使用料及び賃借料,2,賃借料,49204.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,2,給料,2,賃借料,23062.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,2,給料,2,一般職給,23062.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,2,一般職給,17981.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,1,扶養手当,696.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,2,住居手当,0.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,3,通勤手当,402.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,184.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,7,管理職手当,1320.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,8,期末手当,6256.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,9,勤勉手当,5110.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,3,職員手当等,17,地域手当,4013.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,4,共済費,17,地域手当,8161.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,5,職員給与関係経費,4,共済費,2,共済組合負担金（一般職）,8161.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,4,共済費,2,共済組合負担金（一般職）,4084.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,1,報酬,2,共済組合負担金（一般職）,3660.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,1,報酬,2,委員報酬,3660.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,8,旅費,2,委員報酬,392.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,8,旅費,1,費用弁償,392.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,10,需用費,1,費用弁償,32.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,10,需用費,1,消耗品費,16.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,11,監査委員に要する経費,10,需用費,3,食糧費,16.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,10,需用費,3,食糧費,1125.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,8,旅費,3,食糧費,66.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,8,旅費,2,普通旅費,12.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,8,旅費,3,特別旅費,54.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,10,需用費,3,特別旅費,757.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
2021,一般会計,2,総務費,6,監査委員費,1,監査委員費,12,監査事務運営に要する経費,10,需用費,1,消耗品費,577.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.2,総合企画・統計サービス(CS),Overall planning and statistical services  (CS)
