,年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,amount,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
870,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,8,旅費,1,費用弁償,240000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
871,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,8,旅費,2,普通旅費,6000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
872,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,10,需用費,1,消耗品費,214000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
873,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,10,需用費,3,食糧費,14000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
874,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,10,需用費,4,印刷製本費,296000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
875,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,11,役務費,1,通信運搬費,602000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
876,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,11,役務費,4,手数料,7809000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
877,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,12,委託料,5,委託料,2024000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
878,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,13,使用料及び賃借料,2,賃借料,924000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
879,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,17,備品購入費,1,管理用備品,0,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
880,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,16,障害福祉サービスに要する経費,19,扶助費,1,扶助費,4105151000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
881,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,17,心身障害者扶養共済に要する経費,19,扶助費,1,扶助費,8460000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
882,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,1,報酬,4,会計年度任用職員報酬,1918000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
883,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,7,報償費,1,報償金,123000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
884,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,8,旅費,1,費用弁償,95000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
885,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,8,旅費,2,普通旅費,22000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
886,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,8,旅費,3,特別旅費,28000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
887,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,10,需用費,1,消耗品費,48000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
888,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,10,需用費,3,食糧費,0,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
889,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,10,需用費,4,印刷製本費,332000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
890,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,11,役務費,4,手数料,75000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
891,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,12,委託料,5,委託料,31434000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
892,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,13,使用料及び賃借料,2,賃借料,8000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
893,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,17,備品購入費,1,管理用備品,0,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
894,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,18,負担金補助及び交付金,1,負担金,100000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
895,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,18,地域生活支援に要する経費,19,扶助費,1,扶助費,76679000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
896,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,19,自立支援医療等に要する経費,1,報酬,3,非常勤職員報酬,30000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
897,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,19,自立支援医療等に要する経費,11,役務費,1,通信運搬費,770000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
898,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,19,自立支援医療等に要する経費,11,役務費,4,手数料,305000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
899,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,19,自立支援医療等に要する経費,12,委託料,5,委託料,660000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
900,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,19,自立支援医療等に要する経費,19,扶助費,1,扶助費,197404000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
901,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,1,報酬,4,会計年度任用職員報酬,1910000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
902,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,3,職員手当等,8,期末手当,239000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
903,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,7,報償費,1,報償金,542000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
904,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,8,旅費,1,費用弁償,95000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
905,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,8,旅費,2,普通旅費,30000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
906,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,8,旅費,3,特別旅費,28000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
907,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,10,需用費,1,消耗品費,186000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
908,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,11,役務費,1,通信運搬費,5000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
909,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,11,役務費,4,手数料,162000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
910,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,12,委託料,3,電算処理委託料,396000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
911,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,12,委託料,5,委託料,25025000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
912,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,18,負担金補助及び交付金,1,負担金,53000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
913,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,20,福祉相談に要する経費,19,扶助費,1,扶助費,888000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
914,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,7,報償費,1,報償金,122000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
915,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,8,旅費,2,普通旅費,38000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
916,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,8,旅費,3,特別旅費,44000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
917,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,10,需用費,1,消耗品費,67000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
918,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,11,役務費,4,手数料,126000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
919,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,12,委託料,2,設計委託料,9152000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
920,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,13,使用料及び賃借料,1,使用料,6000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
921,2021,一般会計,3,民生費,1,社会福祉費,3,障害者福祉費,21,児童発達支援センターに要する経費,18,負担金補助及び交付金,1,負担金,61000,10,社会的保護,Social protection,10.1,疾病および障害,Sickness and disability,10.1.2,障がい(IS),Disability (IS)
922,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,10,需用費,4,印刷製本費,892000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
923,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,11,役務費,1,通信運搬費,4652000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
924,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,11,役務費,4,手数料,491000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
925,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,12,委託料,4,検（健）診委託料,68510000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
926,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,12,委託料,5,委託料,2790000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
927,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,13,使用料及び賃借料,2,賃借料,694000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
928,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,18,負担金補助及び交付金,1,負担金,1600508000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
929,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,18,負担金補助及び交付金,3,交付金,9525000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
930,2021,一般会計,3,民生費,1,社会福祉費,4,老人医療給付費,11,後期高齢者医療に要する経費,27,繰出金,1,繰出金,392318000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
931,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,10,需用費,1,消耗品費,78000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
932,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,10,需用費,4,印刷製本費,707000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
933,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,11,役務費,1,通信運搬費,4641000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
934,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,11,役務費,4,手数料,42070000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
935,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,12,委託料,3,電算処理委託料,7185000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
936,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,12,委託料,5,委託料,930000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
937,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,13,使用料及び賃借料,2,賃借料,0,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
938,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,17,備品購入費,1,管理用備品,0,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
939,2021,一般会計,3,民生費,1,社会福祉費,5,医療福祉費,11,医療福祉費支給に要する経費,19,扶助費,1,扶助費,1573751000,10,社会的保護,Social protection,10.9,社会的保護 n.e.c.,Social protection n.e.c.,10.9.0,社会的保護 n.e.c.(CS),Social protection n.e.c. (CS)
940,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,2,給料,2,一般職給,12152000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
941,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,1,扶養手当,594000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
942,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,2,住居手当,336000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
943,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,3,通勤手当,239000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
944,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,830000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
945,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,8,期末手当,3368000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
946,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,9,勤勉手当,2388000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
947,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,3,職員手当等,17,地域手当,2040000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
948,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,5,職員給与関係経費,4,共済費,2,共済組合負担金（一般職）,4542000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
949,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,1,報酬,4,会計年度任用職員報酬,7762000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
950,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,3,職員手当等,8,期末手当,888000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
951,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,8,旅費,1,費用弁償,378000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
952,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,8,旅費,2,普通旅費,11000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
953,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,8,旅費,3,特別旅費,0,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
954,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,10,需用費,1,消耗品費,389000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
955,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,10,需用費,4,印刷製本費,600000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
956,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,11,役務費,1,通信運搬費,271000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
957,2021,一般会計,3,民生費,1,社会福祉費,6,国民年金事務費,11,国民年金に要する経費,18,負担金補助及び交付金,1,負担金,20000,10,社会的保護,Social protection,10.2,老齢,Old age,10.2.0,老齢(IS),Old age (IS)
958,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,11,民間団体活動に要する経費,18,負担金補助及び交付金,2,補助金,4150000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
959,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,7,報償費,1,報償金,1248000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
960,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,8,旅費,2,普通旅費,28000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
961,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,8,旅費,3,特別旅費,388000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
962,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,10,需用費,1,消耗品費,703000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
963,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,10,需用費,3,食糧費,5000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
964,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,11,役務費,6,保険料,4000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
965,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,13,使用料及び賃借料,2,賃借料,419000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
966,2021,一般会計,3,民生費,1,社会福祉費,7,地域改善対策費,12,地域改善対策に要する経費,18,負担金補助及び交付金,1,負担金,100000,4,経済問題,Economic affairs,4.1,一般的な経済・商業・労働問題,"General economic, commercial and labour affairs",4.1.1,経済・商業・労働問題全般(CS),General economic and commercial affairs (CS)
967,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,2,給料,2,一般職給,20976000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
968,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,3,職員手当等,1,扶養手当,0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
969,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,3,職員手当等,3,通勤手当,465000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
970,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,3,職員手当等,5,時間外勤務手当,147000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
971,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,3,職員手当等,7,管理職手当,990000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
972,2021,一般会計,3,民生費,1,社会福祉費,8,老人福祉センター管理費,5,職員給与関係経費,3,職員手当等,8,期末手当,4498000,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(CS),Executive and legislative organs (CS)
