,年度,所属,所属名,会計,会計名,款,款名,項,項名,目,目名,事業,事業名,節,節名,細節,細節名,予算額,COFOG_Level1,COFOG_Level2
946,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,4,高齢者福祉費,98,一般事務費,10,需用費,4,印刷製本費,59000,10,10.2
947,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,5,老人措置費,1,非常勤特別職人件費,1,報酬,21,我孫子市老人ホーム入所判定委員会委員報酬,18000,10,10.2
948,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,5,老人措置費,10,特別養護・養護老人ホーム入所措置事業,19,扶助費,21,養護老人ホーム措置費,20784000,10,10.2
949,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,5,老人措置費,10,特別養護・養護老人ホーム入所措置事業,19,扶助費,22,老人福祉施設入所時等診断書料助成費,5000,10,10.2
950,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,5,老人措置費,10,特別養護・養護老人ホーム入所措置事業,19,扶助費,23,施設・在宅利用料,1380000,10,10.2
951,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,6,老人福祉センター運営費,1,非常勤特別職人件費,1,報酬,22,我孫子市福祉センター指定管理者選考委員報酬,56000,10,10.2
952,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,6,老人福祉センター運営費,10,老人福祉センターつつじ荘運営費,12,委託料,1,施設設備等保守点検委託料,48000,10,10.2
953,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,6,老人福祉センター運営費,10,老人福祉センターつつじ荘運営費,12,委託料,21,老人福祉センターつつじ荘指定管理料,43765000,10,10.2
954,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,6,老人福祉センター運営費,20,西部福祉センター管理運営費,12,委託料,1,施設設備等保守点検委託料,95000,10,10.2
955,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,6,老人福祉センター運営費,20,西部福祉センター管理運営費,12,委託料,22,西部福祉センター指定管理料,38897000,10,10.2
956,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,3,一般職人件費,2,給料,1,給料,40416000,10,10.1
957,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,3,一般職人件費,3,職員手当等,1,職員手当等,25050000,10,10.1
958,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,3,一般職人件費,4,共済費,1,共済・退職手当組合負担金,21213000,10,10.1
959,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,16384000,10,10.1
960,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,1018000,10,10.1
961,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,1614000,10,10.1
962,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,572000,10,10.1
963,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,7,報償費,1,講師報償費,582000,10,10.1
964,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,7,報償費,21,失語のある人向け意思疎通支援者報償費,437000,10,10.1
965,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,7,報償費,23,障害者職場実習報償費,5000,10,10.1
966,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,8,旅費,1,普通旅費,99000,10,10.1
967,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,8,旅費,2,研修旅費,33000,10,10.1
968,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,1,消耗品費,478000,10,10.1
969,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,2,燃料費,104000,10,10.1
970,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,4,印刷製本費,7000,10,10.1
971,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,6,修繕料,310000,10,10.1
972,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,8,賄材料費,610000,10,10.1
973,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,10,需用費,9,医薬材料費,39000,10,10.1
974,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,11,役務費,4,手数料,125000,10,10.1
975,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,11,役務費,5,筆耕翻訳料,165000,10,10.1
976,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,11,役務費,7,自動車損害保険料,22000,10,10.1
977,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,11,役務費,8,その他保険料,469000,10,10.1
978,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,12,委託料,22,送迎車両運行管理業務委託料,10140000,10,10.1
979,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,12,委託料,24,給食調理業務委託料,2237000,10,10.1
980,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,12,委託料,26,ホームページらっく楽あびこ更新業務委託料,30000,10,10.1
981,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,13,使用料及び賃借料,1,事務機器使用料,5000,10,10.1
982,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,15000,10,10.1
983,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,13,使用料及び賃借料,21,施設入場料,3000,10,10.1
984,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,13,使用料及び賃借料,23,ホームページらっく楽あびこサーバー使用料,5000,10,10.1
985,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,17,備品購入費,25,施設備品購入費,208000,10,10.1
986,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,18,負担金補助及び交付金,30,我孫子市福祉施設連絡会負担金,2000,10,10.1
987,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,18,負担金補助及び交付金,90,研修負担金,62000,10,10.1
988,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,10,施設運営費,26,公課費,1,自動車重量税,17000,10,10.1
989,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,10,需用費,1,消耗品費,8000,10,10.1
990,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,10,需用費,5,光熱水費,2336000,10,10.1
991,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,10,需用費,7,施設修繕料,29000,10,10.1
992,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,11,役務費,1,通信運搬費,89000,10,10.1
993,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,12,委託料,2,清掃委託料,1973000,10,10.1
994,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,12,委託料,4,草刈委託料,99000,10,10.1
995,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,12,委託料,5,樹木管理委託料,50000,10,10.1
996,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,13,使用料及び賃借料,4,放送受信料,15000,10,10.1
997,R3,115070000,障害者福祉センター,1,一般会計,3,民生費,1,社会福祉費,7,障害者福祉センター運営費,40,施設維持管理費,13,使用料及び賃借料,21,空調設備リース料,1617000,10,10.1
998,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,1,非常勤特別職人件費,1,報酬,21,あらき園嘱託医報酬,228000,10,10.1
999,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,1,非常勤特別職人件費,4,共済費,3,雇用保険料,1000,10,10.1
1000,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,3,一般職人件費,2,給料,1,給料,71216000,10,10.1
1001,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,3,一般職人件費,3,職員手当等,1,職員手当等,44867000,10,10.1
1002,R3,101010000,総務課,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,3,一般職人件費,4,共済費,1,共済・退職手当組合負担金,36890000,10,10.1
1003,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,47488000,10,10.1
1004,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,5085000,10,10.1
1005,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,7826000,10,10.1
1006,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,1857000,10,10.1
1007,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,7,報償費,1,講師報償費,150000,10,10.1
1008,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,7,報償費,21,歯科健診医師報償費,154000,10,10.1
1009,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,7,報償費,23,スーパーバイザー報償費,465000,10,10.1
1010,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,8,旅費,1,普通旅費,4000,10,10.1
1011,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,8,旅費,2,研修旅費,59000,10,10.1
1012,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,10,需用費,1,消耗品費,2332000,10,10.1
1013,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,10,需用費,2,燃料費,88000,10,10.1
1014,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,10,需用費,6,修繕料,484000,10,10.1
1015,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,10,需用費,8,賄材料費,7685000,10,10.1
1016,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,10,需用費,9,医薬材料費,230000,10,10.1
1017,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,11,役務費,1,通信運搬費,40000,10,10.1
1018,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,11,役務費,4,手数料,598000,10,10.1
1019,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,11,役務費,8,その他保険料,245000,10,10.1
1020,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,12,委託料,22,通園バス運行管理委託料,15859000,10,10.1
1021,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,12,委託料,23,給食調理業務委託料,11172000,10,10.1
1022,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,12,委託料,28,給食管理システム保守委託料,40000,10,10.1
1023,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,13,使用料及び賃借料,1,事務機器使用料,21000,10,10.1
1024,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,6000,10,10.1
1025,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,13,使用料及び賃借料,21,自動体外式除細動器リース料,73000,10,10.1
1026,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,13,使用料及び賃借料,23,施設入園料,7000,10,10.1
1027,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,13,使用料及び賃借料,24,行事用器材賃借料,33000,10,10.1
1028,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,17,備品購入費,21,利用者支援用備品購入費,35000,10,10.1
1029,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,18,負担金補助及び交付金,24,東葛北部地区知的障害施設連絡協議会負担金,8000,10,10.1
1030,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,18,負担金補助及び交付金,28,我孫子市福祉施設連絡会負担金,2000,10,10.1
1031,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,18,負担金補助及び交付金,31,千葉県松戸保健所管内集団給食協議会負担金,10000,10,10.1
1032,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,10,施設運営費,18,負担金補助及び交付金,90,研修負担金,98000,10,10.1
1033,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,10,需用費,1,消耗品費,150000,10,10.1
1034,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,10,需用費,5,光熱水費,4609000,10,10.1
1035,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,10,需用費,7,施設修繕料,290000,10,10.1
1036,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,11,役務費,1,通信運搬費,35000,10,10.1
1037,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,2,清掃委託料,4730000,10,10.1
1038,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,4,草刈委託料,84000,10,10.1
1039,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,5,樹木管理委託料,51000,10,10.1
1040,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,21,厨房清掃等委託料,227000,10,10.1
1041,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,22,あらき園施設改修工事設計委託料,1639000,10,10.1
1042,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,12,委託料,23,あらき園施設改修工事監理委託料,2433000,10,10.1
1043,R3,115060000,あらき園,1,一般会計,3,民生費,1,社会福祉費,8,あらき園運営費,40,施設維持管理費,14,工事請負費,25,あらき園施設改修工事費,59554000,10,10.1
1044,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,10,需用費,4,印刷製本費,137000,10,10.2
1045,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,12,委託料,21,軽度生活援助委託料,18000,10,10.2
1046,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,12,委託料,27,寝具乾燥消毒委託料,600000,10,10.2
1047,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,12,委託料,29,移送サービス委託料,7110000,10,10.2
1048,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,12,委託料,33,緊急通報システム事業業務委託料,8000000,10,10.2
1049,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,18,負担金補助及び交付金,21,高齢者賃貸住宅住替助成金,100000,10,10.2
1050,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,19,扶助費,22,住宅改造費用助成費,400000,10,10.2
1051,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,19,扶助費,23,老人福祉電話使用料助成費,385000,10,10.2
1052,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,19,扶助費,24,在宅介護助成費,50000,10,10.2
1053,R3,115040000,高齢者支援課,1,一般会計,3,民生費,1,社会福祉費,9,在宅支援費,11,高齢者在宅生活支援事業,19,扶助費,25,日常生活用具給付費,41000,10,10.2
1054,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,1,非常勤特別職人件費,1,報酬,22,我孫子市自殺対策協議会委員報酬,28000,10,10.9
1055,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,13047000,10,10.9
1056,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,1400000,10,10.9
1057,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,2139000,10,10.9
1058,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,386000,10,10.9
1059,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,8,旅費,1,普通旅費,33000,10,10.9
1060,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,8,旅費,2,研修旅費,26000,10,10.9
1061,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,9,交際費,9,部交際費,5000,10,10.9
1062,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,10,需用費,1,消耗品費,265000,10,10.9
1063,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,10,需用費,2,燃料費,213000,10,10.9
1064,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,10,需用費,4,印刷製本費,195000,10,10.9
1065,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,10,需用費,6,修繕料,162000,10,10.9
1066,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,11,役務費,1,通信運搬費,129000,10,10.9
1067,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,11,役務費,4,手数料,54000,10,10.9
1068,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,11,役務費,7,自動車損害保険料,22000,10,10.9
1069,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,12,委託料,26,市民後見推進事業業務委託料,163000,10,10.9
1070,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,70000,10,10.9
1071,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,18,負担金補助及び交付金,90,研修負担金,5000,10,10.9
1072,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,10,福祉相談事務運営費,26,公課費,1,自動車重量税,5000,10,10.9
1073,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,7,報償費,1,講師報償費,30000,10,10.9
1074,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,7,報償費,21,学習支援員報償費,1720000,10,10.9
1075,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,10,需用費,1,消耗品費,210000,10,10.9
1076,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,10,需用費,3,食糧費,71000,10,10.9
1077,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,10,需用費,5,光熱水費,156000,10,10.9
1078,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,10,需用費,6,修繕料,20000,10,10.9
1079,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,11,役務費,4,手数料,30000,10,10.9
1080,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,11,役務費,8,その他保険料,64000,10,10.9
1081,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,12,委託料,1,施設設備等保守点検委託料,1518000,10,10.9
1082,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,12,委託料,2,清掃委託料,198000,10,10.9
1083,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,12,委託料,22,法律相談委託料,384000,10,10.9
1084,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,13,使用料及び賃借料,21,緊急一時宿泊施設借上料,768000,10,10.9
1085,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,13,使用料及び賃借料,22,生活用品レンタル料,129000,10,10.9
1086,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,18,負担金補助及び交付金,90,研修負担金,13000,10,10.9
1087,R3,115010000,社会福祉課,1,一般会計,3,民生費,1,社会福祉費,10,福祉相談業務運営費,11,セーフティネット対策事業,19,扶助費,21,住宅手当,8463000,10,10.9
1088,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,10,後期高齢者医療費,18,負担金補助及び交付金,21,療養給付費負担金,1285919000,10,10.2
1089,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,10,後期高齢者医療費,18,負担金補助及び交付金,22,広域連合市町村負担金,56900000,10,10.2
1090,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,11,後期高齢者医療保健事業,10,需用費,4,印刷製本費,50000,10,10.2
1091,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,11,後期高齢者医療保健事業,11,役務費,1,通信運搬費,10000,10,10.2
1092,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,11,後期高齢者医療保健事業,18,負担金補助及び交付金,21,後期高齢者はりきゅうマッサージ利用者助成金,7300000,10,10.2
1093,R3,115050000,国保年金課,1,一般会計,3,民生費,1,社会福祉費,11,後期高齢者医療費,83,特別会計繰出金,27,繰出金,21,後期高齢者医療特別会計繰出金,311756000,10,10.2
1094,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,1,非常勤特別職人件費,1,報酬,21,子ども・子育て会議委員報酬,116000,10,10.4
1095,R3,101010000,総務課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,3,一般職人件費,2,給料,1,給料,93055000,10,10.4
1096,R3,101010000,総務課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,3,一般職人件費,3,職員手当等,1,職員手当等,65499000,10,10.4
1097,R3,101010000,総務課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,3,一般職人件費,4,共済費,1,共済・退職手当組合負担金,49375000,10,10.4
1098,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,34653000,10,10.4
1099,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,3690000,10,10.4
